claim_id	decimal_id	summary	evidence	status
CLM-nsproc-subject-key-ids-consent	3.3.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): subject key ids consent	impl:CIRISPersist/src/federation/admission.rs#resolve_withdraws_admission_rule	established
CLM-nsproc-dimension-consent	3.3.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): dimension consent	impl:CIRISPersist/src/federation/consent.rs#consent_state_of	established
CLM-nsproc-attestation-prefixes-consent	3.3.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attestation prefixes consent	impl:CIRISPersist/src/federation/consent_grammar.rs#parse_grant_payload	established
CLM-nsproc-restrictions-op-strip-field-consent	3.3.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): restrictions op strip field consent	impl:CIRISPersist/src/federation/consent_grammar.rs#strip_field	established
CLM-nsproc-tier-consent	3.3.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): tier consent	impl:CIRISPersist/src/federation/mod.rs#list_consent_revocation_promotion_overdue	established
CLM-nsproc-deletion-sla-consent	3.3.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): deletion sla consent	impl:CIRISPersist/src/federation/mod.rs#run_consent_sla_watch	established
CLM-nsproc-cohort-scope	3.3.6	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): cohort scope	impl:CIRISEdge/src/replication/bridge.rs#attestation_is_advertised	established
CLM-nsproc-attestation-prefixes-scores	3.3.7	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attestation prefixes scores	impl:CIRISPersist/src/federation/consent_grammar.rs#covers	established
CLM-nsproc-key-boundary-scope	3.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): key boundary scope	impl:CIRISEdge/src/key_boundary.rs#KeyBoundaryScope	established
CLM-nsproc-attester-independence-capacity-assurance	3.4.12	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attester independence capacity assurance	impl:CIRISPersist/src/federation/admission.rs#check_adult_incapacity_binding	established
CLM-nsproc-valid-until-capacity-assurance	3.4.12	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): valid until capacity assurance	impl:CIRISPersist/src/federation/admission.rs#check_adult_incapacity_binding	established
CLM-nsproc-attestation-type-capacity-assurance	3.4.12	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attestation type capacity assurance	impl:CIRISPersist/src/federation/admission.rs#default_reserved_prefix_rules	established
CLM-nsproc-scope-domain-subset-capacity-assurance	3.4.12	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): scope domain subset capacity assurance	impl:CIRISPersist/src/federation/capacity.rs#is_protected_domain	established
CLM-nsproc-attestation-evidence	4.2.2.1	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attestation evidence	staged:CIRISConstitution#64	staged
CLM-nsproc-aggregation-policy	4.4.2	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): aggregation policy	staged:CIRISConstitution#64	staged
CLM-nsproc-attestation-prefixes-trace-summary	4.5.8.3	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attestation prefixes trace summary	impl:CIRISPersist/src/federation/consent_grammar.rs#covers	established
CLM-nsproc-agent-key-id-trace-summary	4.5.8.3	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): agent key id trace summary	impl:CIRISPersist/src/store/sqlite.rs#list_trace_summaries	established
CLM-nsproc-extraction-manifest-hash-trace-summary	4.5.8.3	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): extraction manifest hash trace summary	impl:CIRISPersist/src/trace_summary_contract.rs#extraction_manifest_sha256	established
CLM-nsproc-restrictions-op-strip-field-trace	5.3.2.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): restrictions op strip field trace	impl:CIRISPersist/src/federation/consent_grammar.rs#strip_field	established
CLM-nsproc-cohort-scope-trace	5.3.2.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): cohort scope trace	impl:CIRISPersist/src/engine.rs#Engine::promote_consented_backlog	established
CLM-nsproc-dimension-trace	5.3.2.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): dimension trace	impl:CIRISPersist/src/federation/admission.rs#check_trace_dimension_admission	established
CLM-nsproc-subject-key-ids-trace	5.3.2.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): subject key ids trace	impl:CIRISPersist/src/federation/admission.rs#check_trace_dimension_admission	established
CLM-nsproc-recipient-capability	5.3.2.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): recipient capability	impl:CIRISEdge/src/replication/bridge.rs#recipient_capability_withholds	established
CLM-nsproc-attestation-prefixes	5.3.2.4	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): attestation prefixes	impl:CIRISEdge/src/replication/bridge.rs#recipient_capability_withholds	established
CLM-nsproc-delivery-mode	5.3.3	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): delivery mode	impl:CIRISEdge/src/delivery_mode.rs#decide	established
CLM-nsproc-recipient-serve-capability	5.3.3.5	Namespace-processor evidence row (minted for pre-verified sibling evidence, #62): recipient serve capability	impl:CIRISEdge/src/replication/bridge.rs#peer_has_serve_capability	established
CLM-presenter-binding	4.2.2	Build-attestation bundle verification (peer-presentable, manifest-gated) — verify_build_attestation_bundle	impl:CIRISVerify/src/ciris-verify-core/src/build_attestation_bundle.rs#verify_build_attestation_bundle	established
CLM-presenter-binding-producer	4.2.2	Build-attestation bundle production — produce_build_attestation_bundle	impl:CIRISVerify/src/ciris-verify-core/src/build_attestation_bundle.rs#produce_build_attestation_bundle	established
CLM-hardware-class-android	4.2.2.1	Android Key Attestation chain validation (the R5 per-platform chain, landed)	impl:CIRISVerify/src/ciris-verify-core/src/device_attestation.rs#verify_android_key_attestation	established
CLM-hardware-class-apple	4.2.2.1	Apple App Attest chain validation (R5 per-platform chain)	impl:CIRISVerify/src/ciris-verify-core/src/device_attestation.rs#verify_apple_app_attest	established
CLM-hardware-class-yubikey	4.2.2.1	YubiKey PIV attestation for accord custody (R5 per-platform chain)	impl:CIRISVerify/src/ciris-verify-core/src/accord_custody_attestation.rs#verify_yubikey_piv_attestation	established
CLM-trust-anchor-store	4.2.2.1	CoTS constrained trust-anchor store (ConciseTaStore) backing the attestation chains	impl:CIRISVerify/src/ciris-verify-core/src/trust_anchor_store.rs#ConciseTaStore	established
CLM-trust-anchor-baked	4.2.2.1	Baked attestation roots (Google x2 / Apple / Yubico) with self-validation at generation	impl:CIRISVerify/src/ciris-verify-core/src/trust_anchor_store.rs#yubico_attestation_root	established
CLM-dimension-registry	3.1.2	Verify-owned DimensionSpec registry — the machine-readable form of the CC 2.3.2 attestation-family table	impl:CIRISVerify/src/ciris-verify-core/src/federation_provenance.rs#DimensionSpec	established
CLM-dimension-consent-disposition	3.4.5	ConsentDisposition encoding of the CC 3.4.5 per-family ruling (capacity:* gated; artifact/log/detector families not)	impl:CIRISVerify/src/ciris-verify-core/src/federation_provenance.rs#ConsentDisposition	established
CLM-classification-gating	3.4.5	classification.rs Gating — the post-ConsentClass surface deriving admissibility from the CC 3.4.5 ruling	impl:CIRISVerify/src/ciris-verify-core/src/classification.rs#Gating	established
CLM-hardware-class-tpm	4.2.2.1	TPM EK certificate chain validation (R5 per-platform chain; vendor anchors deliberately unbaked — Ok(None) is the honest state)	impl:CIRISVerify/src/ciris-verify-core/src/device_attestation.rs#verify_tpm_ek_certificate	established
CLM-anchor-provenance-tier	4.2.2.1	AnchorProvenance tier on the trust-anchor store (baked vs operator-supplied vs absent)	impl:CIRISVerify/src/ciris-verify-core/src/trust_anchor_store.rs#AnchorProvenance	established
CLM-redactable-commitment	2.6.1.1	RedactableCommitment — the CC 2.6 redaction-constraints primitive (salted digests, no canonicalization dependency)	impl:CIRISVerify/src/ciris-verify-core/src/redactable.rs#RedactableCommitment	established
CLM-presentation-identifier-scope	5.1	IdentifierScope — enforces the CC 5.1 no-stable-cross-verifier-identifier interim MUST	impl:CIRISVerify/src/ciris-verify-core/src/presentation.rs#IdentifierScope	established
CLM-conferral-plane-named	3.2	conferral plane named (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/trust_root.rs#ConferralPlane	established
CLM-drill-freshness-signal-not-gate	3.2	drill freshness signal not gate (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/trust_root.rs#DrillFreshness	established
CLM-transit-eligibility-shared-root	3.2	transit eligibility shared root (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/trust_root.rs#resolve_transit_eligibility	established
CLM-quota-refusal-names-its-budget	6.1.5.2	quota refusal names its budget (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/replication/admission.rs#PeerQuotaRefusal	established
CLM-reverse-quorum-objection	3.1.9.2	reverse quorum objection (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/reverse_quorum.rs#record_objection	established
CLM-reverse-quorum-dismissal	3.1.9.2	reverse quorum dismissal (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/reverse_quorum.rs#record_objection_dismissal	established
CLM-wa-adjudication-family	3.1.9.4	wa adjudication family (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/ownership_reclaim.rs#build_reclaim_petition_envelope	established
CLM-wa-quorum-re-derived	4.2.6	wa quorum re derived (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/ownership_reclaim.rs#wa_quorum_over_body	established
CLM-reclaim-authority-fails-closed	3.2	reclaim authority fails closed (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/ownership_reclaim.rs#ReclaimPolicy::from_deployment_pin	established
CLM-quarantine-marker-not-command	3.1.9.2	quarantine marker not command (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/quarantine.rs#fold_quarantine	established
CLM-quarantine-serve-consult	3.1.9.2	quarantine serve consult (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/quarantine.rs#filter_withheld_rows	established
CLM-slash-duty-scope	4.5.5	slash duty scope (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/admission.rs#check_delegated_duty_scores_admission	established
CLM-admin-action-attributed	3.1.9.4	admin action attributed (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/hard_case.rs#check_admin_action_attribution	established
CLM-revoked-after	2.4.1.1	revoked after (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/register.rs#check_revocation_bound	established
CLM-private-use-never-federates	3.1.7	private use never federates (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/admission.rs#check_private_use_not_federatable	established
CLM-promotion-cohort-standing	4.5.4	promotion cohort standing (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/admission.rs#check_promotion_cohort_standing	established
CLM-persist-ruled-family-inventory	3.1.7	persist ruled family inventory (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/family_rules.rs#persist_ruled_prefixes	established
CLM-ci-axis	4.5.1.1	ci axis (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/namespace/supersets.rs#fusion_classification	established
CLM-key-refusal-names-its-branch	3.4.7	key refusal names its branch (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/register.rs#KeyRefusalReason	established
CLM-load-bearing-reachability	6.1.5	load bearing reachability (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/load_bearing.rs#is_load_bearing	established
CLM-peer-deadmission-revocable	3.4.7	peer deadmission revocable (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/admission.rs#check_peer_deadmission	established
CLM-rule-not-on-the-row	3.1.7	rule not on the row (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/family_rules.rs#rule_not_on_the_row_for	established
CLM-absence-claims-still-hold	3.1.7	absence claims still hold (designated via CC#67; persist-shipped)	impl:CIRISPersist/src/federation/namespace/supersets.rs#manifest_absence_claims	established
CLM-await-spend-authorization	3.3.9	spend authorization (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/services/governance/budget_envelope.py#authorize_spend	established
CLM-await-health-fails-closed	8.8.7	health fails closed (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/routes/system/helpers.py#determine_overall_status	established
CLM-await-platform-fails-closed	8.8.7	platform fails closed (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/utils/platform_detection.py#detect_platform_capabilities	established
CLM-await-ssrf-egress-guard	8.8.7	ssrf egress guard (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/utils/url_guard.py#validate_url_for_ssrf	established
CLM-await-ablation-gate	8.8.7	ablation gate (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/utils/compose_dump.py#run_gate	established
CLM-await-condition-a-refusal	8.8.7	condition a refusal (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/utils/research_overrides.py#_validate_manifest	established
CLM-await-conscience-score-gate	8.8.7	conscience score gate (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/processors/core/thought_processor/main.py#ThoughtProcessor._conscience_guidance_mode	established
CLM-await-accord-seam-faculties	8.8.7	accord seam faculties (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/accord/verifier.py#AccordVerifier.public_key_for	established
CLM-await-loader-only-prompt-text	8.8.7	loader only prompt text (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/test_no_prompt_text_bypasses_the_loader.py#test_no_prompt_text_reaches_a_model_except_through_a_loader	established
CLM-await-field-scoped-overrides	8.8.7	field scoped overrides (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/dma/test_template_override_policy_996.py#test_no_composer_hides_in_an_override_else_branch	established
CLM-await-prompt-key-consumption	8.8.7	prompt key consumption (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/dma/test_prompt_key_consumption_990.py#test_every_populated_key_is_consumed	established
CLM-await-taxonomy-totality	8.8.7	taxonomy totality (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/utils/test_taxonomy_gate_997.py#test_no_mixed_blocks_beyond_the_ratchet	established
CLM-await-language-guidance-integrity	4.2.2	language guidance integrity (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/utils/test_language_guidance_split_997.py#test_every_locale_composes_the_same_bytes_it_did_before_the_split	established
CLM-await-handler-reachability	8.8.7	handler reachability (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/test_no_phantom_capability_998.py#test_every_action_handler_is_reachable_from_the_dispatcher	established
CLM-await-metric-honesty	8.8.6	metric honesty (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_engine/logic/test_no_phantom_capability_998.py#test_no_metric_asserts_a_quantity_it_did_not_measure	established
CLM-await-killswitch-live	8.8.7	killswitch live (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/accord/verifier.py#AccordVerifier.verify	established
CLM-await-jwt-subtype-key-binding	8.8.7	jwt subtype key binding (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/services/infrastructure/authentication/service.py#AuthenticationService._verify_jwt_and_get_context	established
CLM-await-role-gate-on-routes	8.8.7	role gate on routes (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/dependencies/auth.py#require_role	established
CLM-await-revoked-service-token-refused	8.8.7	revoked service token refused (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/services/auth_service.py#APIAuthService.validate_service_token	established
CLM-await-setup-closes-after-first-run	8.8.7	setup closes after first run (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/routes/setup/dependencies.py#require_setup_mode	established
CLM-await-root-signature-mints-wa	8.8.7	root signature mints wa (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/services/auth_service.py#APIAuthService.verify_root_signature	established
CLM-await-oauth-state-single-use	8.8.7	oauth state single use (agent v-major evidence pack; designated in bulk, see designation issue)	staged:CIRISConstitution#85	staged
CLM-await-oauth-redirect-allowlist	8.8.7	oauth redirect allowlist (agent v-major evidence pack; designated in bulk, see designation issue)	staged:CIRISConstitution#85	staged
CLM-await-apple-id-token-verified	8.8.7	apple id token verified (agent v-major evidence pack; designated in bulk, see designation issue)	staged:CIRISConstitution#85	staged
CLM-await-ingress-header-trust-boundary	8.8.7	ingress header trust boundary (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_adapters/home_assistant/ingress_auth.py#HAIngressAuthProvider._is_trusted_ip	established
CLM-await-reasoning-cannot-mint-envelope	8.8.7	reasoning cannot mint envelope (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/infrastructure/authorization/envelope_issuer.py#_forbid_in_reasoning_scope	established
CLM-await-no-killswitch-no-run	3.2	no killswitch no run (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/accord/verifier.py#AccordVerifier._load_default_authorities	established
CLM-await-killswitch-unfilterable-perception	8.8.7	killswitch unfilterable perception (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/base_observer.py#BaseObserver._check_for_accord	established
CLM-await-emergency-signature-is-auth	8.8.7	emergency signature is auth (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/routes/emergency.py#emergency_shutdown	established
CLM-await-prohibited-capability-registration-gate	8.8.7	prohibited capability registration gate (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/registries/base.py#ServiceRegistry._validate_wa_capabilities_at_registration	established
CLM-await-no-unverified-crisis-number	8.8.7	no unverified crisis number (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/schemas/resources/crisis.py#CrisisResourceRegistry.default_prompt_resources	established
CLM-await-trusted-frame-spoof-redaction	8.8.7	trusted frame spoof redaction (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/base_observer.py#detect_and_replace_spoofed_markers	established
CLM-await-identity-forget-requires-wa	8.8.7	identity forget requires wa (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/handlers/memory/forget_handler.py#ForgetHandler._can_forget	established
CLM-await-managed-user-attrs-immutable	8.8.7	managed user attrs immutable (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/infrastructure/handlers/shared_helpers.py#check_managed_attributes	established
CLM-await-expired-consent-blocks-memorize	8.8.7	expired consent blocks memorize (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/infrastructure/handlers/shared_helpers.py#handle_user_consent	established
CLM-await-deletion-proof-verification	8.8.7	deletion proof verification (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/routes/verification.py#_verify_proof	established
CLM-await-unsafe-skill-import-refused	8.8.7	unsafe skill import refused (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/routes/system/skill_import.py#import_skill	established
CLM-await-accord-corpus-hash-pin	4.2.2	accord corpus hash pin (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/utils/constants.py#_verify_accord_integrity	established
CLM-await-runtime-tamper-halts-agent	4.2.2	runtime tamper halts agent (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/services/infrastructure/authentication/service.py#AuthenticationService._check_integrity_degradation	established
CLM-await-runtime-md-provenance-gate	8.8.7	runtime md provenance gate (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tools/dev/check_no_runtime_md_reference.py#main	established
CLM-await-signed-tree-rule-parity	8.8.7	signed tree rule parity (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/dev/test_canonical_rules_parity.py#test_build_yml_python_source_tree_sign_matches_canonical_rules	established
CLM-await-irreversible-send-guard	3.3.9	irreversible send guard (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_adapters/wallet/providers/validation.py#WalletValidator.validate_send	established
CLM-await-attestation-bound-spend	3.3.9	attestation bound spend (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_adapters/wallet/providers/x402_provider.py#SpendingAuthority.can_spend	established
CLM-await-currency-denominated-ceiling	3.3.9	currency denominated ceiling (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_adapters/wallet/tool_service.py#WalletToolService._resolve_trust_envelope	established
CLM-await-credit-gate-fails-closed	3.3.9	credit gate fails closed (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/base_observer.py#BaseObserver._check_and_charge_credit	established
CLM-await-every-rail-gated	3.3.9	every rail gated (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tests/ciris_adapters/wallet/test_budget_envelope_enforcement.py#TestEveryRailIsGated.test_no_grant_denies_on_every_rail	established
CLM-await-gate-coverage-floor	8.8.7	gate coverage floor (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/tools/research/probe_gate_coverage.py#check_floors	established
CLM-await-google-token-fails-closed	8.8.7	google token fails closed (agent v-major evidence pack; designated in bulk, see designation issue)	staged:CIRISConstitution#85	staged
CLM-await-degraded-path-no-weaker	8.8.7	degraded path no weaker (agent v-major evidence pack; designated in bulk, see designation issue)	staged:CIRISConstitution#85	staged
CLM-await-one-emergency-trust-root	3.2	one emergency trust root (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/adapters/api/routes/emergency.py#is_authorized_key	established
CLM-await-manifest-content-identity	4.2.2	manifest content identity (agent v-major evidence pack; designated in bulk, see designation issue)	impl:CIRISAgent/ciris_engine/logic/utils/research_overrides.py#compute_manifest_digest	established
CLM-tpm-vendor-anchors	4.2.2.1	TPM vendor anchor store (deliberately unbaked — Ok(None) honest state; aggregations would misrepresent provenance)	impl:CIRISVerify/src/ciris-verify-core/src/trust_anchor_store.rs#TPM_VENDOR_ROOTS	established
CLM-classification-frame	3.4.5	Arity surface: testimonial-as-relation frame parameter (the repairable_does_not_factor adoption, verify#248)	impl:CIRISVerify/src/ciris-verify-core/src/classification.rs#Arity	established
CLM-binding-disposition-split	3.4.5	Gating disposition split: cannot-vary vs hold-under-named-authority (the lake's binding-fusion correction)	impl:CIRISVerify/src/ciris-verify-core/src/classification.rs#Gating	established
CLM-h3ere-steppoints	8.8.6	The H3ERE pipeline exposes its reasoning stages as observable step points, enumerated by StepPoint (the enum is the count of record)	impl:CIRISAgent/ciris_engine/schemas/services/runtime_control.py#StepPoint	established
CLM-conscience-faculty	8.8.6	Measured, domain-bounded, cluster-corrected (bare deferrals as failures): pipeline vs accord-as-prompt -31.6 pts [CI -40.4,-22.7]; values-emptied +11.1 pts [CI +2.3,+21.3, post-hoc, replication at RATCHET#21] — machinery carries the bulk; content real but modest (deferring with care)	staged:CIRISConstitution#88	staged
CLM-nsproc-steward-bound-predicate-trust	3.2	steward bound predicate trust (persist-designated; the age/steward-plane witness set)	impl:CIRISPersist/src/federation/admission.rs#is_steward_bound	established
CLM-nsproc-steward-bindings-read-fold-trust	3.2	steward bindings read fold trust (persist-designated; the age/steward-plane witness set)	impl:CIRISPersist/src/engine.rs#steward_bindings_of	established
CLM-nsproc-age-band-resolution-child-protection	3.4.11	age band resolution child protection (persist-designated; the age/steward-plane witness set)	impl:CIRISPersist/src/engine.rs#age_band	established
CLM-nsproc-age-band-one-way-coarsening-child-protection	3.4.13	age band one way coarsening child protection (persist-designated; the age/steward-plane witness set)	impl:CIRISPersist/src/federation/age.rs#coarsen	established
CLM-ledger-standard	3.3.10.1	In-grammar ledgers: owner-serialized content (single-writer hash chain, CC 3.2 single-owner), cohort-witnessed heads (declared cadence = equivocation-exposure window), checkpointed decay, conservation as deterministic byte-equal fold; conserved balances never substrate state; rails at trust boundaries (netting + net settlement)	staged:CIRISConstitution#92	staged
CLM-ledger-fold	3.3.10.1	L7 conservation fold: pure, deterministic, integer-only, byte-equal across members (CC 6.1.6 contract discipline); matched transfer pairs sum to zero, mismatches flagged never merged; conformance-vector target	staged:CIRISPersist#754	staged
CLM-trace-anchor	1.13.6	Durable reasoning traces anchor on terminal ACTION_RESULT; in-flight traces without one are ephemeral by design (orphan sweep). Load-bearing invariant: absence of ACTION_RESULT asserts no external effect occurred — every effect-producing path MUST emit one. NAMED WAGER until the totality dye test over effect-producing paths exists; purge must be rate-observable	staged:CIRISConstitution#93	staged
